id_complex	x	y
2r9w	"[2954.  155.  933.    0.    0.    0.    0.    0.    0.  986.   49.  284.
    0.    0.    0.    0.    0.    0. 1053.   56.  323.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	5.1
2r9x	"[2924.  152.  917.    0.    0.    0.    0.    0.    0.  991.   47.  285.
    0.    0.    0.    0.    0.    0. 1040.   53.  318.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	4.85
2ra0	"[3756. 1166.  308.  305.    0.    0.    0.    0.    0. 1064.  329.   94.
   85.    0.    0.    0.    0.    0. 1204.  377.  100.  103.    0.    0.
    0.    0.    0.   94.   26.    8.   11.    0.    0.    0.    0.    0.]"	7.8
2ra6	"[1894.    0.  196.    0.    0.    0.    0.    0.    0.  419.    0.   40.
    0.    0.    0.    0.    0.    0.  455.    0.   47.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	4.52
2rcb	"[723. 247. 713.   0.   0.   0.   0.   0.   0. 168.  56. 163.   0.   0.
   0.   0.   0.   0. 218.  69. 215.   0.   0.   0.   0.   0.   0.   6.
   2.   4.   0.   0.   0.   0.   0.   0.]"	6.79
2rcn	"[1.119e+03 6.050e+02 1.256e+03 0.000e+00 2.410e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 3.390e+02 1.730e+02 3.900e+02 0.000e+00 7.900e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.250e+02 1.770e+02 3.700e+02
 0.000e+00 7.600e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 1.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.0
2rd6	"[2.556e+03 7.670e+02 2.030e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 6.510e+02 2.090e+02 4.200e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.000e+02 2.130e+02 4.900e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.400e+01
 7.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.3
2reg	"[1241.  247.  241.    0.    0.    0.    0.    0.    0.  304.   59.   62.
    0.    0.    0.    0.    0.    0.  371.   75.   72.    0.    0.    0.
    0.    0.    0.   23.    5.    4.    0.    0.    0.    0.    0.    0.]"	5.64
2rfh	"[2082.  199.  756.    0.    0.    0.    0.    0.    0.  617.   62.  226.
    0.    0.    0.    0.    0.    0.  671.   65.  242.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	6.82
2rin	"[1712.  244.  488.    0.    0.    0.    0.    0.    0.  418.   59.  125.
    0.    0.    0.    0.    0.    0.  497.   73.  146.    0.    0.    0.
    0.    0.    0.   31.    4.    9.    0.    0.    0.    0.    0.    0.]"	4.0
2rio	"[1812.  982. 1652.    0.  328.    0.    0.    0.    0.  470.  250.  431.
    0.   90.    0.    0.    0.    0.  531.  279.  482.    0.   96.    0.
    0.    0.    0.   16.    8.   16.    0.    3.    0.    0.    0.    0.]"	4.69
2rka	"[ 377.    0. 1129.    0.  186.    0.    0.    0.    0.  116.    0.  344.
    0.   62.    0.    0.    0.    0.  110.    0.  321.    0.   47.    0.
    0.    0.    0.    8.    0.   23.    0.    4.    0.    0.    0.    0.]"	3.0
2rkd	"[562.   0. 945.   0. 189.   0.   0.   0.   0. 165.   0. 279.   0.  59.
   0.   0.   0.   0. 164.   0. 266.   0.  49.   0.   0.   0.   0.  10.
   0.  19.   0.   4.   0.   0.   0.   0.]"	2.72
2rke	"[369.   0. 927.   0.   0. 185.   0.   0.   0. 109.   0. 278.   0.   0.
  56.   0.   0.   0. 107.   0. 268.   0.   0.  54.   0.   0.   0.   6.
   0.  18.   0.   0.   4.   0.   0.   0.]"	4.08
2rkf	"[6.182e+03 6.640e+02 9.040e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.721e+03 1.910e+02 2.480e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.872e+03 2.010e+02 2.790e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.600e+01
 5.000e+00 5.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.08
2rkg	"[6.090e+03 6.480e+02 8.950e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.723e+03 1.860e+02 2.440e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.855e+03 1.970e+02 2.770e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.600e+01
 6.000e+00 5.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.09
2rkm	"[2583.  876.  654.    0.    0.    0.    0.    0.    0.  680.  222.  164.
    0.    0.    0.    0.    0.    0.  768.  261.  190.    0.    0.    0.
    0.    0.    0.   26.    8.    6.    0.    0.    0.    0.    0.    0.]"	3.9
2sim	"[1.962e+03 1.960e+02 1.387e+03 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 6.280e+02 6.100e+01 4.470e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.100e+02 6.200e+01 4.370e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.100e+01
 1.000e+00 8.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	3.42
2std	"[3.684e+03 2.550e+02 2.550e+02 0.000e+00 0.000e+00 0.000e+00 7.040e+02
 0.000e+00 0.000e+00 8.520e+02 5.900e+01 5.600e+01 0.000e+00 0.000e+00
 0.000e+00 1.580e+02 0.000e+00 0.000e+00 7.840e+02 5.400e+01 5.300e+01
 0.000e+00 0.000e+00 0.000e+00 1.550e+02 0.000e+00 0.000e+00 2.300e+01
 2.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00 3.000e+00 0.000e+00
 0.000e+00]"	9.85
2tmn	"[1.186e+03 3.610e+02 7.330e+02 0.000e+00 1.880e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 3.340e+02 9.300e+01 2.060e+02 0.000e+00 4.700e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.870e+02 1.050e+02 2.350e+02
 0.000e+00 5.600e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.000e+00
 1.000e+00 4.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	5.89
2tpi	"[1911.  368.  437.    0.    0.    0.    0.    0.    0.  548.  106.  130.
    0.    0.    0.    0.    0.    0.  625.  120.  155.    0.    0.    0.
    0.    0.    0.   38.    8.   12.    0.    0.    0.    0.    0.    0.]"	4.31
2usn	"[2.559e+03 6.830e+02 4.170e+02 0.000e+00 0.000e+00 3.560e+02 0.000e+00
 0.000e+00 0.000e+00 6.870e+02 1.820e+02 1.190e+02 0.000e+00 0.000e+00
 9.400e+01 0.000e+00 0.000e+00 0.000e+00 6.480e+02 1.760e+02 1.150e+02
 0.000e+00 0.000e+00 8.100e+01 0.000e+00 0.000e+00 0.000e+00 4.000e+00
 3.000e+00 1.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.51
2uwd	"[3.634e+03 3.480e+02 9.790e+02 0.000e+00 0.000e+00 0.000e+00 2.250e+02
 0.000e+00 0.000e+00 9.230e+02 1.000e+02 2.470e+02 0.000e+00 0.000e+00
 0.000e+00 5.700e+01 0.000e+00 0.000e+00 1.205e+03 1.310e+02 3.200e+02
 0.000e+00 0.000e+00 0.000e+00 6.800e+01 0.000e+00 0.000e+00 2.800e+01
 3.000e+00 8.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00 0.000e+00
 0.000e+00]"	8.35
2uwl	"[2452.  374.  679.    0.    0.  355.  224.    0.    0.  669.  103.  194.
    0.    0.  104.   57.    0.    0.  782.  114.  221.    0.    0.  110.
   68.    0.    0.   62.    8.   16.    0.    0.   11.    7.    0.    0.]"	8.4
2uwo	"[2642.  384.  664.    0.    0.  353.  223.    0.    0.  738.  109.  189.
    0.    0.  100.   59.    0.    0.  853.  119.  214.    0.    0.  114.
   68.    0.    0.   65.    9.   15.    0.    0.   10.    7.    0.    0.]"	8.7
2uwp	"[2465.  375.  667.    0.    0.  350.  224.    0.    0.  678.  104.  192.
    0.    0.  105.   57.    0.    0.  783.  117.  214.    0.    0.  108.
   69.    0.    0.   61.    8.   16.    0.    0.   11.    7.    0.    0.]"	6.81
2uxi	"[3020.    0.  985.    0.    0.    0.    0.    0.    0.  837.    0.  277.
    0.    0.    0.    0.    0.    0.  784.    0.  273.    0.    0.    0.
    0.    0.    0.   49.    0.   15.    0.    0.    0.    0.    0.    0.]"	7.3
2uxz	"[6.273e+03 7.140e+02 1.047e+03 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 1.030e+02 0.000e+00 1.746e+03 2.050e+02 2.880e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 2.500e+01 0.000e+00 1.859e+03 2.220e+02 3.140e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.800e+01 0.000e+00 6.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00]"	8.48
2uy0	"[6.392e+03 7.500e+02 1.244e+03 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 1.200e+02 0.000e+00 1.795e+03 2.070e+02 3.360e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 3.600e+01 0.000e+00 1.898e+03 2.270e+02 3.690e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.100e+01 0.000e+00 4.000e+00
 1.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.92
2uy3	"[1.193e+03 7.210e+02 3.070e+02 0.000e+00 0.000e+00 0.000e+00 2.250e+02
 0.000e+00 0.000e+00 3.530e+02 2.140e+02 8.900e+01 0.000e+00 0.000e+00
 0.000e+00 5.500e+01 0.000e+00 0.000e+00 4.510e+02 2.630e+02 1.130e+02
 0.000e+00 0.000e+00 0.000e+00 7.100e+01 0.000e+00 0.000e+00 2.000e+00
 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00]"	3.22
2uy4	"[768. 646. 472.   0.   0. 299.   0.   0.   0. 212. 187. 136.   0.   0.
  92.   0.   0.   0. 272. 230. 175.   0.   0. 118.   0.   0.   0.   1.
   0.   1.   0.   0.   0.   0.   0.   0.]"	4.68
2uy5	"[2.086e+03 9.250e+02 2.300e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 5.220e+02 2.680e+02 5.500e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.510e+02 3.310e+02 6.500e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.000e+00
 2.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	5.49
2uyn	"[877.   0. 675.   0.   0.   0.   0.   0.   0. 209.   0. 156.   0.   0.
   0.   0.   0.   0. 224.   0. 171.   0.   0.   0.   0.   0.   0.   6.
   0.   6.   0.   0.   0.   0.   0.   0.]"	2.7
2uyq	"[1486.  798.  510.    0.    0.    0.    0.    0.    0.  398.  202.  144.
    0.    0.    0.    0.    0.    0.  393.  199.  139.    0.    0.    0.
    0.    0.    0.    8.    4.    3.    0.    0.    0.    0.    0.    0.]"	5.68
2uz9	"[1229.  983.  489.    0.    0.    0.    0.    0.    0.  336.  267.  141.
    0.    0.    0.    0.    0.    0.  369.  287.  152.    0.    0.    0.
    0.    0.    0.   20.   16.    4.    0.    0.    0.    0.    0.    0.]"	5.71
2v00	"[2145.  564.  146.    0.    0.    0.    0.    0.    0.  512.  124.   32.
    0.    0.    0.    0.    0.    0.  802.  190.   54.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	3.66
2v25	"[898. 224. 889.   0.   0.   0.   0.   0.   0. 221.  52. 222.   0.   0.
   0.   0.   0.   0. 267.  61. 261.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   0.   0.   0.   0.   0.]"	5.72
2v2c	"[4.26e+02 0.00e+00 1.16e+03 0.00e+00 1.86e+02 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 1.16e+02 0.00e+00 3.26e+02 0.00e+00 5.00e+01 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 1.24e+02 0.00e+00 3.45e+02 0.00e+00 5.10e+01 0.00e+00
 0.00e+00 0.00e+00 0.00e+00 2.00e+00 0.00e+00 5.00e+00 0.00e+00 1.00e+00
 0.00e+00 0.00e+00 0.00e+00 0.00e+00]"	3.41
2v2h	"[3.900e+02 0.000e+00 1.082e+03 0.000e+00 1.740e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.040e+02 0.000e+00 2.980e+02 0.000e+00 4.700e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.110e+02 0.000e+00 3.200e+02
 0.000e+00 5.000e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00
 0.000e+00 5.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	3.77
2v2q	"[2119.  749.  563.    0.    0.    0.    0.    0.    0.  562.  200.  150.
    0.    0.    0.    0.    0.    0.  715.  247.  181.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	4.15
2v2v	"[2134.  822.  570.    0.    0.    0.    0.    0.    0.  566.  222.  156.
    0.    0.    0.    0.    0.    0.  716.  275.  187.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	4.07
2v3d	"[2067.  200.  887.    0.    0.    0.    0.    0.    0.  541.   53.  239.
    0.    0.    0.    0.    0.    0.  613.   63.  277.    0.    0.    0.
    0.    0.    0.   23.    3.   10.    0.    0.    0.    0.    0.    0.]"	3.94
2v3u	"[719. 243. 720.   0.   0.   0.   0.   0.   0. 181.  58. 174.   0.   0.
   0.   0.   0.   0. 203.  62. 198.   0.   0.   0.   0.   0.   0.   0.
   1.   0.   0.   0.   0.   0.   0.   0.]"	3.0
2v54	"[2.178e+03 4.640e+02 2.096e+03 0.000e+00 3.460e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 5.600e+02 1.220e+02 5.640e+02 0.000e+00 9.600e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.260e+02 1.330e+02 6.310e+02
 0.000e+00 1.070e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.000e+00
 3.000e+00 1.100e+01 0.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	4.6
2v57	"[2444.  605.    0.    0.    0.    0.    0.    0.    0.  596.  140.    0.
    0.    0.    0.    0.    0.    0.  657.  160.    0.    0.    0.    0.
    0.    0.    0.   13.    3.    0.    0.    0.    0.    0.    0.    0.]"	7.1
2v58	"[2453. 1032.    0.    0.    0.    0.    0.  362.    0.  701.  267.    0.
    0.    0.    0.    0.  104.    0.  735.  279.    0.    0.    0.    0.
    0.  109.    0.   22.   11.    0.    0.    0.    0.    0.    3.    0.]"	9.09
2v59	"[2766. 1024.  348.    0.    0.    0.    0.    0.    0.  791.  265.  104.
    0.    0.    0.    0.    0.    0.  824.  276.  114.    0.    0.    0.
    0.    0.    0.   24.   11.    3.    0.    0.    0.    0.    0.    0.]"	7.74
2v77	"[2253.    0. 1547.    0.    0.    0.    0.    0.    0.  670.    0.  459.
    0.    0.    0.    0.    0.    0.  721.    0.  493.    0.    0.    0.
    0.    0.    0.   18.    0.   12.    0.    0.    0.    0.    0.    0.]"	5.06
2v7a	"[4004.  947.  551.    0.    0.    0.    0.    0.    0. 1034.  236.  141.
    0.    0.    0.    0.    0.    0. 1226.  287.  165.    0.    0.    0.
    0.    0.    0.   49.    9.    7.    0.    0.    0.    0.    0.    0.]"	8.3
2v88	"[3977. 1256. 1222.    0.    0.    0.    0.    0.    0.  882.  283.  259.
    0.    0.    0.    0.    0.    0. 1035.  330.  339.    0.    0.    0.
    0.    0.    0.   42.   15.    9.    0.    0.    0.    0.    0.    0.]"	4.09
2v95	"[3396.    0.  732.    0.    0.    0.    0.    0.    0.  905.    0.  195.
    0.    0.    0.    0.    0.    0.  923.    0.  196.    0.    0.    0.
    0.    0.    0.   21.    0.    4.    0.    0.    0.    0.    0.    0.]"	8.3
2vb8	"[2146.    0.  414.    0.    0.  203.    0.    0.    0.  600.    0.  112.
    0.    0.   57.    0.    0.    0.  658.    0.  124.    0.    0.   66.
    0.    0.    0.   44.    0.    8.    0.    0.    4.    0.    0.    0.]"	4.6
2vba	"[2439.  423.  194.    0.    0.  206.    0.    0.    0.  693.  118.   52.
    0.    0.   54.    0.    0.    0.  755.  128.   58.    0.    0.   71.
    0.    0.    0.   62.   10.    3.    0.    0.    5.    0.    0.    0.]"	4.6
2vc9	"[1816.  448.  937.    0.    0.    0.    0.    0.    0.  485.  117.  239.
    0.    0.    0.    0.    0.    0.  460.  112.  240.    0.    0.    0.
    0.    0.    0.   30.    7.   14.    0.    0.    0.    0.    0.    0.]"	8.44
2ves	"[4.168e+03 3.730e+02 7.710e+02 0.000e+00 0.000e+00 1.930e+02 0.000e+00
 0.000e+00 0.000e+00 1.229e+03 1.040e+02 2.210e+02 0.000e+00 0.000e+00
 5.600e+01 0.000e+00 0.000e+00 0.000e+00 1.202e+03 1.280e+02 2.600e+02
 0.000e+00 0.000e+00 6.400e+01 0.000e+00 0.000e+00 0.000e+00 3.800e+01
 2.000e+00 5.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.7
2vfk	"[1369.  570. 1209.    0.  196.    0.    0.    0.    0.  361.  156.  300.
    0.   45.    0.    0.    0.    0.  354.  153.  277.    0.   45.    0.
    0.    0.    0.    8.    2.   11.    0.    2.    0.    0.    0.    0.]"	3.71
2vh0	"[3044.  601.  444.  140.    0.  359.  223.    0.    0.  816.  158.  137.
   42.    0.  103.   56.    0.    0.  945.  185.  144.   44.    0.  112.
   67.    0.    0.   72.   13.   13.    5.    0.   10.    7.    0.    0.]"	8.51
2vh6	"[3215.  257.  630.  140.    0.  458.  223.    0.    0.  868.   81.  174.
   42.    0.  126.   57.    0.    0. 1002.   79.  193.   46.    0.  138.
   66.    0.    0.   73.    9.   15.    5.    0.   12.    7.    0.    0.]"	9.7
2vhj	"[1295.  565. 1719.    0.  372.    0.    0.    0.    0.  414.  179.  539.
    0.  122.    0.    0.    0.    0.  409.  181.  547.    0.  118.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	3.9
2vj8	"[4.787e+03 4.610e+02 1.055e+03 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.185e+03 1.210e+02 2.690e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.346e+03 1.430e+02 2.960e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.900e+01
 2.000e+00 1.200e+01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.7
2vjx	"[1383.  234.  929.    0.    0.    0.    0.    0.    0.  381.   64.  248.
    0.    0.    0.    0.    0.    0.  373.   61.  253.    0.    0.    0.
    0.    0.    0.   13.    2.    9.    0.    0.    0.    0.    0.    0.]"	4.96
2vk2	"[1397.    0. 1382.    0.    0.    0.    0.    0.    0.  446.    0.  435.
    0.    0.    0.    0.    0.    0.  486.    0.  466.    0.    0.    0.
    0.    0.    0.   12.    0.   11.    0.    0.    0.    0.    0.    0.]"	6.89
2vkm	"[6.300e+03 6.840e+02 1.004e+03 0.000e+00 0.000e+00 1.390e+02 0.000e+00
 0.000e+00 0.000e+00 1.696e+03 1.850e+02 2.650e+02 0.000e+00 0.000e+00
 3.900e+01 0.000e+00 0.000e+00 0.000e+00 1.968e+03 2.230e+02 3.080e+02
 0.000e+00 0.000e+00 4.900e+01 0.000e+00 0.000e+00 0.000e+00 1.600e+01
 3.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.74
2vl4	"[1408.  232.  932.    0.    0.    0.    0.    0.    0.  381.   64.  249.
    0.    0.    0.    0.    0.    0.  378.   59.  249.    0.    0.    0.
    0.    0.    0.   13.    2.    9.    0.    0.    0.    0.    0.    0.]"	6.01
2vmc	"[800.  86. 635.   0.   0.   0.   0.   0.   0. 296.  32. 230.   0.   0.
   0.   0.   0.   0. 276.  33. 212.   0.   0.   0.   0.   0.   0.   3.
   0.   3.   0.   0.   0.   0.   0.   0.]"	2.94
2vmd	"[757.   0. 646.   0.   0.   0.   0.   0.   0. 283.   0. 229.   0.   0.
   0.   0.   0.   0. 263.   0. 223.   0.   0.   0.   0.   0.   0.   3.
   0.   3.   0.   0.   0.   0.   0.   0.]"	3.02
2vmf	"[1859.  462.  932.    0.    0.    0.    0.    0.    0.  503.  122.  252.
    0.    0.    0.    0.    0.    0.  484.  117.  253.    0.    0.    0.
    0.    0.    0.   18.    5.    9.    0.    0.    0.    0.    0.    0.]"	5.85
2vnp	"[ 951.  243. 1493.    0.  436.    0.    0.    0.    0.  270.   69.  448.
    0.  132.    0.    0.    0.    0.  262.   63.  448.    0.  129.    0.
    0.    0.    0.   13.    4.   16.    0.    5.    0.    0.    0.    0.]"	9.92
2vnt	"[2.247e+03 9.120e+02 4.280e+02 0.000e+00 0.000e+00 1.330e+02 1.890e+02
 0.000e+00 0.000e+00 6.570e+02 2.580e+02 1.310e+02 0.000e+00 0.000e+00
 3.900e+01 5.600e+01 0.000e+00 0.000e+00 6.990e+02 2.670e+02 1.380e+02
 0.000e+00 0.000e+00 4.000e+01 6.500e+01 0.000e+00 0.000e+00 5.300e+01
 2.200e+01 8.000e+00 0.000e+00 0.000e+00 2.000e+00 4.000e+00 0.000e+00
 0.000e+00]"	8.0
2vo4	"[1.078e+03 1.610e+02 3.170e+02 0.000e+00 0.000e+00 1.210e+02 0.000e+00
 0.000e+00 0.000e+00 2.600e+02 3.800e+01 7.800e+01 0.000e+00 0.000e+00
 3.000e+01 0.000e+00 0.000e+00 0.000e+00 2.910e+02 4.200e+01 8.400e+01
 0.000e+00 0.000e+00 3.600e+01 0.000e+00 0.000e+00 0.000e+00 7.000e+00
 1.000e+00 2.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	4.94
2vo5	"[3.21e+03 2.22e+02 9.16e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 8.66e+02 6.10e+01 2.48e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 8.35e+02 6.10e+01 2.50e+02 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 0.00e+00 2.30e+01 1.00e+00 1.00e+01 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 0.00e+00 0.00e+00]"	4.89
2vot	"[3235.  680.  944.    0.    0.    0.    0.    0.    0.  862.  188.  256.
    0.    0.    0.    0.    0.    0.  854.  180.  256.    0.    0.    0.
    0.    0.    0.   25.    7.    8.    0.    0.    0.    0.    0.    0.]"	7.14
2vpe	"[3258. 1136.  920.    0.    0.    0.    0.    0.    0.  765.  257.  207.
    0.    0.    0.    0.    0.    0.  996.  351.  285.    0.    0.    0.
    0.    0.    0.   33.   11.    8.    0.    0.    0.    0.    0.    0.]"	4.94
2vpn	"[1392.  469.  448.    0.    0.    0.    0.    0.    0.  343.  117.  102.
    0.    0.    0.    0.    0.    0.  388.  129.  127.    0.    0.    0.
    0.    0.    0.   12.    4.    4.    0.    0.    0.    0.    0.    0.]"	6.72
2vpo	"[1397.  465.  663.    0.    0.    0.    0.    0.    0.  343.  117.  154.
    0.    0.    0.    0.    0.    0.  383.  128.  181.    0.    0.    0.
    0.    0.    0.   12.    4.    6.    0.    0.    0.    0.    0.    0.]"	5.42
2vqt	"[1839.  673.  928.    0.    0.    0.    0.    0.    0.  501.  179.  250.
    0.    0.    0.    0.    0.    0.  487.  175.  245.    0.    0.    0.
    0.    0.    0.   15.    6.    9.    0.    0.    0.    0.    0.    0.]"	6.0
2vrj	"[3.102e+03 4.460e+02 9.530e+02 0.000e+00 0.000e+00 2.190e+02 0.000e+00
 0.000e+00 0.000e+00 7.860e+02 1.230e+02 2.580e+02 0.000e+00 0.000e+00
 5.800e+01 0.000e+00 0.000e+00 0.000e+00 7.690e+02 1.130e+02 2.510e+02
 0.000e+00 0.000e+00 5.700e+01 0.000e+00 0.000e+00 0.000e+00 1.500e+01
 2.000e+00 5.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.3
2vsl	"[2.624e+03 5.240e+02 5.450e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 5.600e+02 1.120e+02 1.160e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.610e+02 1.300e+02 1.390e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.500e+01
 2.000e+00 3.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.4
2vt3	"[1436.  704. 1470.    0.  316.    0.    0.    0.    0.  361.  192.  425.
    0.   98.    0.    0.    0.    0.  370.  185.  419.    0.   96.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	4.15
2vuk	"[2193.  259.    0.    0.    0.    0.    0.    0.    0.  552.   67.    0.
    0.    0.    0.    0.    0.    0.  657.   81.    0.    0.    0.    0.
    0.    0.    0.   31.    4.    0.    0.    0.    0.    0.    0.    0.]"	3.9
2vvc	"[3.367e+03 5.600e+02 5.270e+02 1.120e+02 0.000e+00 2.130e+02 2.260e+02
 0.000e+00 0.000e+00 9.360e+02 1.580e+02 1.580e+02 3.200e+01 0.000e+00
 6.000e+01 5.900e+01 0.000e+00 0.000e+00 1.046e+03 1.710e+02 1.740e+02
 3.900e+01 0.000e+00 6.600e+01 6.900e+01 0.000e+00 0.000e+00 8.900e+01
 1.600e+01 1.200e+01 3.000e+00 0.000e+00 7.000e+00 7.000e+00 0.000e+00
 0.000e+00]"	8.52
2vvn	"[1955.  442.  842.    0.    0.  223.    0.    0.    0.  498.  112.  209.
    0.    0.   59.    0.    0.    0.  531.  124.  227.    0.    0.   58.
    0.    0.    0.   21.    5.    7.    0.    0.    2.    0.    0.    0.]"	7.3
2vvs	"[2367.  512. 1347.    0.    0.    0.    0.    0.    0.  621.  142.  345.
    0.    0.    0.    0.    0.    0.  678.  156.  369.    0.    0.    0.
    0.    0.    0.   18.    4.   12.    0.    0.    0.    0.    0.    0.]"	7.34
